userId	geneSymbol	geneName	entrezgene	gLink
RPN2	RPN2	ribophorin II	6185	https://www.ncbi.nlm.nih.gov/gene/?term=6185
FAM162A	FAM162A	family with sequence similarity 162 member A	26355	https://www.ncbi.nlm.nih.gov/gene/?term=26355
ZFAND6	ZFAND6	zinc finger AN1-type containing 6	54469	https://www.ncbi.nlm.nih.gov/gene/?term=54469
SMIM14	SMIM14	small integral membrane protein 14	201895	https://www.ncbi.nlm.nih.gov/gene/?term=201895
CLIC2	CLIC2	chloride intracellular channel 2	1193	https://www.ncbi.nlm.nih.gov/gene/?term=1193
TMX1	TMX1	thioredoxin related transmembrane protein 1	81542	https://www.ncbi.nlm.nih.gov/gene/?term=81542
HNRNPK	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190	https://www.ncbi.nlm.nih.gov/gene/?term=3190
MPC2	MPC2	mitochondrial pyruvate carrier 2	25874	https://www.ncbi.nlm.nih.gov/gene/?term=25874
C11orf58	C11orf58	chromosome 11 open reading frame 58	10944	https://www.ncbi.nlm.nih.gov/gene/?term=10944
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	https://www.ncbi.nlm.nih.gov/gene/?term=23457
PON2	PON2	paraoxonase 2	5445	https://www.ncbi.nlm.nih.gov/gene/?term=5445
ATP6V1H	ATP6V1H	ATPase H+ transporting V1 subunit H	51606	https://www.ncbi.nlm.nih.gov/gene/?term=51606
SLC25A4	SLC25A4	solute carrier family 25 member 4	291	https://www.ncbi.nlm.nih.gov/gene/?term=291
ZFAND1	ZFAND1	zinc finger AN1-type containing 1	79752	https://www.ncbi.nlm.nih.gov/gene/?term=79752
TCEA1	TCEA1	transcription elongation factor A1	6917	https://www.ncbi.nlm.nih.gov/gene/?term=6917
RAP1A	RAP1A	RAP1A, member of RAS oncogene family	5906	https://www.ncbi.nlm.nih.gov/gene/?term=5906
ATP6AP2	ATP6AP2	ATPase H+ transporting accessory protein 2	10159	https://www.ncbi.nlm.nih.gov/gene/?term=10159
ARF6	ARF6	ADP ribosylation factor 6	382	https://www.ncbi.nlm.nih.gov/gene/?term=382
MEST	MEST	mesoderm specific transcript	4232	https://www.ncbi.nlm.nih.gov/gene/?term=4232
CD72	CD72	CD72 molecule	971	https://www.ncbi.nlm.nih.gov/gene/?term=971
MAGED2	MAGED2	MAGE family member D2	10916	https://www.ncbi.nlm.nih.gov/gene/?term=10916
PSMA3	PSMA3	proteasome 20S subunit alpha 3	5684	https://www.ncbi.nlm.nih.gov/gene/?term=5684
PPM1M	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M	132160	https://www.ncbi.nlm.nih.gov/gene/?term=132160
SLC35C2	SLC35C2	solute carrier family 35 member C2	51006	https://www.ncbi.nlm.nih.gov/gene/?term=51006
BANK1	BANK1	B cell scaffold protein with ankyrin repeats 1	55024	https://www.ncbi.nlm.nih.gov/gene/?term=55024
IL16	IL16	interleukin 16	3603	https://www.ncbi.nlm.nih.gov/gene/?term=3603
NDUFS2	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720	https://www.ncbi.nlm.nih.gov/gene/?term=4720
MFF	MFF	mitochondrial fission factor	56947	https://www.ncbi.nlm.nih.gov/gene/?term=56947
MMADHC	MMADHC	metabolism of cobalamin associated D	27249	https://www.ncbi.nlm.nih.gov/gene/?term=27249
MTX2	MTX2	metaxin 2	10651	https://www.ncbi.nlm.nih.gov/gene/?term=10651
EVI2B	EVI2B	ecotropic viral integration site 2B	2124	https://www.ncbi.nlm.nih.gov/gene/?term=2124
TUBB	TUBB	tubulin beta class I	203068	https://www.ncbi.nlm.nih.gov/gene/?term=203068
CDKN2C	CDKN2C	cyclin dependent kinase inhibitor 2C	1031	https://www.ncbi.nlm.nih.gov/gene/?term=1031
APH1A	APH1A	aph-1 homolog A, gamma-secretase subunit	51107	https://www.ncbi.nlm.nih.gov/gene/?term=51107
DCPS	DCPS	decapping enzyme, scavenger	28960	https://www.ncbi.nlm.nih.gov/gene/?term=28960
MDH2	MDH2	malate dehydrogenase 2	4191	https://www.ncbi.nlm.nih.gov/gene/?term=4191
UBE2D3	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	https://www.ncbi.nlm.nih.gov/gene/?term=7323
DCTN2	DCTN2	dynactin subunit 2	10540	https://www.ncbi.nlm.nih.gov/gene/?term=10540
DDX5	DDX5	DEAD-box helicase 5	1655	https://www.ncbi.nlm.nih.gov/gene/?term=1655
SLC25A39	SLC25A39	solute carrier family 25 member 39	51629	https://www.ncbi.nlm.nih.gov/gene/?term=51629
TAGLN2	TAGLN2	transgelin 2	8407	https://www.ncbi.nlm.nih.gov/gene/?term=8407
PDCD2	PDCD2	programmed cell death 2	5134	https://www.ncbi.nlm.nih.gov/gene/?term=5134
PGK1	PGK1	phosphoglycerate kinase 1	5230	https://www.ncbi.nlm.nih.gov/gene/?term=5230
EIF3D	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664	https://www.ncbi.nlm.nih.gov/gene/?term=8664
TMEM156	TMEM156	transmembrane protein 156	80008	https://www.ncbi.nlm.nih.gov/gene/?term=80008
TMEM243	TMEM243	transmembrane protein 243	79161	https://www.ncbi.nlm.nih.gov/gene/?term=79161
CAPN2	CAPN2	calpain 2	824	https://www.ncbi.nlm.nih.gov/gene/?term=824
DHRS3	DHRS3	dehydrogenase/reductase 3	9249	https://www.ncbi.nlm.nih.gov/gene/?term=9249
SRM	SRM	spermidine synthase	6723	https://www.ncbi.nlm.nih.gov/gene/?term=6723
NT5DC1	NT5DC1	5'-nucleotidase domain containing 1	221294	https://www.ncbi.nlm.nih.gov/gene/?term=221294
HNRNPC	HNRNPC	heterogeneous nuclear ribonucleoprotein C	3183	https://www.ncbi.nlm.nih.gov/gene/?term=3183
SERBP1	SERBP1	SERPINE1 mRNA binding protein 1	26135	https://www.ncbi.nlm.nih.gov/gene/?term=26135
EIF3H	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667	https://www.ncbi.nlm.nih.gov/gene/?term=8667
IDH3A	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	3419	https://www.ncbi.nlm.nih.gov/gene/?term=3419
CCT7	CCT7	chaperonin containing TCP1 subunit 7	10574	https://www.ncbi.nlm.nih.gov/gene/?term=10574
BEND5	BEND5	BEN domain containing 5	79656	https://www.ncbi.nlm.nih.gov/gene/?term=79656
COL9A3	COL9A3	collagen type IX alpha 3 chain	1299	https://www.ncbi.nlm.nih.gov/gene/?term=1299
PCNP	PCNP	PEST proteolytic signal containing nuclear protein	57092	https://www.ncbi.nlm.nih.gov/gene/?term=57092
SEC11C	SEC11C	SEC11 homolog C, signal peptidase complex subunit	90701	https://www.ncbi.nlm.nih.gov/gene/?term=90701
COMMD3	COMMD3	COMM domain containing 3	23412	https://www.ncbi.nlm.nih.gov/gene/?term=23412
SLC25A5	SLC25A5	solute carrier family 25 member 5	292	https://www.ncbi.nlm.nih.gov/gene/?term=292
ACTR10	ACTR10	actin related protein 10	55860	https://www.ncbi.nlm.nih.gov/gene/?term=55860
RGS10	RGS10	regulator of G protein signaling 10	6001	https://www.ncbi.nlm.nih.gov/gene/?term=6001
GZMB	GZMB	granzyme B	3002	https://www.ncbi.nlm.nih.gov/gene/?term=3002
JSRP1	JSRP1	junctional sarcoplasmic reticulum protein 1	126306	https://www.ncbi.nlm.nih.gov/gene/?term=126306
KLRG1	KLRG1	killer cell lectin like receptor G1	10219	https://www.ncbi.nlm.nih.gov/gene/?term=10219
APOL3	APOL3	apolipoprotein L3	80833	https://www.ncbi.nlm.nih.gov/gene/?term=80833
NPM3	NPM3	nucleophosmin/nucleoplasmin 3	10360	https://www.ncbi.nlm.nih.gov/gene/?term=10360
LCP1	LCP1	lymphocyte cytosolic protein 1	3936	https://www.ncbi.nlm.nih.gov/gene/?term=3936
CNIH1	CNIH1	cornichon family AMPA receptor auxiliary protein 1	10175	https://www.ncbi.nlm.nih.gov/gene/?term=10175
UBE2J1	UBE2J1	ubiquitin conjugating enzyme E2 J1	51465	https://www.ncbi.nlm.nih.gov/gene/?term=51465
TRAF4	TRAF4	TNF receptor associated factor 4	9618	https://www.ncbi.nlm.nih.gov/gene/?term=9618
KATNBL1	KATNBL1	katanin regulatory subunit B1 like 1	79768	https://www.ncbi.nlm.nih.gov/gene/?term=79768
THBD	THBD	thrombomodulin	7056	https://www.ncbi.nlm.nih.gov/gene/?term=7056
MCM5	MCM5	minichromosome maintenance complex component 5	4174	https://www.ncbi.nlm.nih.gov/gene/?term=4174
EIF4A3	EIF4A3	eukaryotic translation initiation factor 4A3	9775	https://www.ncbi.nlm.nih.gov/gene/?term=9775
CALU	CALU	calumenin	813	https://www.ncbi.nlm.nih.gov/gene/?term=813
ATG5	ATG5	autophagy related 5	9474	https://www.ncbi.nlm.nih.gov/gene/?term=9474
SHMT2	SHMT2	serine hydroxymethyltransferase 2	6472	https://www.ncbi.nlm.nih.gov/gene/?term=6472
THEM4	THEM4	thioesterase superfamily member 4	117145	https://www.ncbi.nlm.nih.gov/gene/?term=117145
HNRNPM	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670	https://www.ncbi.nlm.nih.gov/gene/?term=4670
ZCRB1	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	85437	https://www.ncbi.nlm.nih.gov/gene/?term=85437
STK17A	STK17A	serine/threonine kinase 17a	9263	https://www.ncbi.nlm.nih.gov/gene/?term=9263
R3HDM4	R3HDM4	R3H domain containing 4	91300	https://www.ncbi.nlm.nih.gov/gene/?term=91300
SMARCB1	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598	https://www.ncbi.nlm.nih.gov/gene/?term=6598
KATNA1	KATNA1	katanin catalytic subunit A1	11104	https://www.ncbi.nlm.nih.gov/gene/?term=11104
NCOR1	NCOR1	nuclear receptor corepressor 1	9611	https://www.ncbi.nlm.nih.gov/gene/?term=9611
CCT3	CCT3	chaperonin containing TCP1 subunit 3	7203	https://www.ncbi.nlm.nih.gov/gene/?term=7203
EIF4B	EIF4B	eukaryotic translation initiation factor 4B	1975	https://www.ncbi.nlm.nih.gov/gene/?term=1975
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732	https://www.ncbi.nlm.nih.gov/gene/?term=54732
RUSC1	RUSC1	RUN and SH3 domain containing 1	23623	https://www.ncbi.nlm.nih.gov/gene/?term=23623
NAE1	NAE1	NEDD8 activating enzyme E1 subunit 1	8883	https://www.ncbi.nlm.nih.gov/gene/?term=8883
PPHLN1	PPHLN1	periphilin 1	51535	https://www.ncbi.nlm.nih.gov/gene/?term=51535
RSU1	RSU1	Ras suppressor protein 1	6251	https://www.ncbi.nlm.nih.gov/gene/?term=6251
LIMA1	LIMA1	LIM domain and actin binding 1	51474	https://www.ncbi.nlm.nih.gov/gene/?term=51474
TIMM17A	TIMM17A	translocase of inner mitochondrial membrane 17A	10440	https://www.ncbi.nlm.nih.gov/gene/?term=10440
ADRM1	ADRM1	ADRM1 26S proteasome ubiquitin receptor	11047	https://www.ncbi.nlm.nih.gov/gene/?term=11047
MORF4L2	MORF4L2	mortality factor 4 like 2	9643	https://www.ncbi.nlm.nih.gov/gene/?term=9643
SUMO1	SUMO1	small ubiquitin like modifier 1	7341	https://www.ncbi.nlm.nih.gov/gene/?term=7341
CHCHD3	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	54927	https://www.ncbi.nlm.nih.gov/gene/?term=54927
UTP6	UTP6	UTP6 small subunit processome component	55813	https://www.ncbi.nlm.nih.gov/gene/?term=55813
SCP2	SCP2	sterol carrier protein 2	6342	https://www.ncbi.nlm.nih.gov/gene/?term=6342
TNFRSF13B	TNFRSF13B	TNF receptor superfamily member 13B	23495	https://www.ncbi.nlm.nih.gov/gene/?term=23495
HSP90B1	HSP90B1	heat shock protein 90 beta family member 1	7184	https://www.ncbi.nlm.nih.gov/gene/?term=7184
MTMR14	MTMR14	myotubularin related protein 14	64419	https://www.ncbi.nlm.nih.gov/gene/?term=64419
TCTN3	TCTN3	tectonic family member 3	26123	https://www.ncbi.nlm.nih.gov/gene/?term=26123
HIBCH	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	26275	https://www.ncbi.nlm.nih.gov/gene/?term=26275
TRPV2	TRPV2	transient receptor potential cation channel subfamily V member 2	51393	https://www.ncbi.nlm.nih.gov/gene/?term=51393
SSRP1	SSRP1	structure specific recognition protein 1	6749	https://www.ncbi.nlm.nih.gov/gene/?term=6749
ST6GALNAC4	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	27090	https://www.ncbi.nlm.nih.gov/gene/?term=27090
PHB2	PHB2	prohibitin 2	11331	https://www.ncbi.nlm.nih.gov/gene/?term=11331
BCKDHB	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	594	https://www.ncbi.nlm.nih.gov/gene/?term=594
TSPAN13	TSPAN13	tetraspanin 13	27075	https://www.ncbi.nlm.nih.gov/gene/?term=27075
CPVL	CPVL	carboxypeptidase vitellogenic like	54504	https://www.ncbi.nlm.nih.gov/gene/?term=54504
GSTM4	GSTM4	glutathione S-transferase mu 4	2948	https://www.ncbi.nlm.nih.gov/gene/?term=2948
NDUFA5	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	4698	https://www.ncbi.nlm.nih.gov/gene/?term=4698
BZW2	BZW2	basic leucine zipper and W2 domains 2	28969	https://www.ncbi.nlm.nih.gov/gene/?term=28969
RNF126	RNF126	ring finger protein 126	55658	https://www.ncbi.nlm.nih.gov/gene/?term=55658
AIG1	AIG1	androgen induced 1	51390	https://www.ncbi.nlm.nih.gov/gene/?term=51390
C1D	C1D	C1D nuclear receptor corepressor	10438	https://www.ncbi.nlm.nih.gov/gene/?term=10438
RCN2	RCN2	reticulocalbin 2	5955	https://www.ncbi.nlm.nih.gov/gene/?term=5955
STX7	STX7	syntaxin 7	8417	https://www.ncbi.nlm.nih.gov/gene/?term=8417
GLRX3	GLRX3	glutaredoxin 3	10539	https://www.ncbi.nlm.nih.gov/gene/?term=10539
AK3	AK3	adenylate kinase 3	50808	https://www.ncbi.nlm.nih.gov/gene/?term=50808
ASB2	ASB2	ankyrin repeat and SOCS box containing 2	51676	https://www.ncbi.nlm.nih.gov/gene/?term=51676
RHOF	RHOF	ras homolog family member F, filopodia associated	54509	https://www.ncbi.nlm.nih.gov/gene/?term=54509
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	https://www.ncbi.nlm.nih.gov/gene/?term=34
ATG3	ATG3	autophagy related 3	64422	https://www.ncbi.nlm.nih.gov/gene/?term=64422
HNRNPDL	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	9987	https://www.ncbi.nlm.nih.gov/gene/?term=9987
TRIAP1	TRIAP1	TP53 regulated inhibitor of apoptosis 1	51499	https://www.ncbi.nlm.nih.gov/gene/?term=51499
WDR77	WDR77	WD repeat domain 77	79084	https://www.ncbi.nlm.nih.gov/gene/?term=79084
ILF2	ILF2	interleukin enhancer binding factor 2	3608	https://www.ncbi.nlm.nih.gov/gene/?term=3608
VPS29	VPS29	VPS29 retromer complex component	51699	https://www.ncbi.nlm.nih.gov/gene/?term=51699
RBBP4	RBBP4	RB binding protein 4, chromatin remodeling factor	5928	https://www.ncbi.nlm.nih.gov/gene/?term=5928
PCBP1	PCBP1	poly(rC) binding protein 1	5093	https://www.ncbi.nlm.nih.gov/gene/?term=5093
DECR1	DECR1	2,4-dienoyl-CoA reductase 1	1666	https://www.ncbi.nlm.nih.gov/gene/?term=1666
S100B	S100B	S100 calcium binding protein B	6285	https://www.ncbi.nlm.nih.gov/gene/?term=6285
TMEM121	TMEM121	transmembrane protein 121	80757	https://www.ncbi.nlm.nih.gov/gene/?term=80757
ARF4	ARF4	ADP ribosylation factor 4	378	https://www.ncbi.nlm.nih.gov/gene/?term=378
RPS27L	RPS27L	ribosomal protein S27 like	51065	https://www.ncbi.nlm.nih.gov/gene/?term=51065
SPG21	SPG21	SPG21 abhydrolase domain containing, maspardin	51324	https://www.ncbi.nlm.nih.gov/gene/?term=51324
PNOC	PNOC	prepronociceptin	5368	https://www.ncbi.nlm.nih.gov/gene/?term=5368
POLR2C	POLR2C	RNA polymerase II subunit C	5432	https://www.ncbi.nlm.nih.gov/gene/?term=5432
COX11	COX11	cytochrome c oxidase copper chaperone COX11	1353	https://www.ncbi.nlm.nih.gov/gene/?term=1353
HADHB	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	3032	https://www.ncbi.nlm.nih.gov/gene/?term=3032
SRP54	SRP54	signal recognition particle 54	6729	https://www.ncbi.nlm.nih.gov/gene/?term=6729
TTC1	TTC1	tetratricopeptide repeat domain 1	7265	https://www.ncbi.nlm.nih.gov/gene/?term=7265
GAMT	GAMT	guanidinoacetate N-methyltransferase	2593	https://www.ncbi.nlm.nih.gov/gene/?term=2593
HNRNPA0	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	https://www.ncbi.nlm.nih.gov/gene/?term=10949
OLA1	OLA1	Obg like ATPase 1	29789	https://www.ncbi.nlm.nih.gov/gene/?term=29789
ANKRD12	ANKRD12	ankyrin repeat domain 12	23253	https://www.ncbi.nlm.nih.gov/gene/?term=23253
XRCC6	XRCC6	X-ray repair cross complementing 6	2547	https://www.ncbi.nlm.nih.gov/gene/?term=2547
GYG1	GYG1	glycogenin 1	2992	https://www.ncbi.nlm.nih.gov/gene/?term=2992
PCBP2	PCBP2	poly(rC) binding protein 2	5094	https://www.ncbi.nlm.nih.gov/gene/?term=5094
DIMT1	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor	27292	https://www.ncbi.nlm.nih.gov/gene/?term=27292
MORF4L1	MORF4L1	mortality factor 4 like 1	10933	https://www.ncbi.nlm.nih.gov/gene/?term=10933
PRDX3	PRDX3	peroxiredoxin 3	10935	https://www.ncbi.nlm.nih.gov/gene/?term=10935
FKBP1A	FKBP1A	FKBP prolyl isomerase 1A	2280	https://www.ncbi.nlm.nih.gov/gene/?term=2280
FAM3C	FAM3C	FAM3 metabolism regulating signaling molecule C	10447	https://www.ncbi.nlm.nih.gov/gene/?term=10447
RAMP1	RAMP1	receptor activity modifying protein 1	10267	https://www.ncbi.nlm.nih.gov/gene/?term=10267
TAF6	TAF6	TATA-box binding protein associated factor 6	6878	https://www.ncbi.nlm.nih.gov/gene/?term=6878
NRBF2	NRBF2	nuclear receptor binding factor 2	29982	https://www.ncbi.nlm.nih.gov/gene/?term=29982
ARF1	ARF1	ADP ribosylation factor 1	375	https://www.ncbi.nlm.nih.gov/gene/?term=375
HNRNPF	HNRNPF	heterogeneous nuclear ribonucleoprotein F	3185	https://www.ncbi.nlm.nih.gov/gene/?term=3185
HLA-DQA1	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	https://www.ncbi.nlm.nih.gov/gene/?term=3117
HLA-DQA2	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	https://www.ncbi.nlm.nih.gov/gene/?term=3118
DAXX	DAXX	death domain associated protein	1616	https://www.ncbi.nlm.nih.gov/gene/?term=1616
PDAP1	PDAP1	PDGFA associated protein 1	11333	https://www.ncbi.nlm.nih.gov/gene/?term=11333
TCP1	TCP1	t-complex 1	6950	https://www.ncbi.nlm.nih.gov/gene/?term=6950
NOP56	NOP56	NOP56 ribonucleoprotein	10528	https://www.ncbi.nlm.nih.gov/gene/?term=10528
ZBP1	ZBP1	Z-DNA binding protein 1	81030	https://www.ncbi.nlm.nih.gov/gene/?term=81030
GCLC	GCLC	glutamate-cysteine ligase catalytic subunit	2729	https://www.ncbi.nlm.nih.gov/gene/?term=2729
PAWR	PAWR	pro-apoptotic WT1 regulator	5074	https://www.ncbi.nlm.nih.gov/gene/?term=5074
GNAS	GNAS	GNAS complex locus	2778	https://www.ncbi.nlm.nih.gov/gene/?term=2778
CDC123	CDC123	cell division cycle 123	8872	https://www.ncbi.nlm.nih.gov/gene/?term=8872
RAB33A	RAB33A	RAB33A, member RAS oncogene family	9363	https://www.ncbi.nlm.nih.gov/gene/?term=9363
CCT4	CCT4	chaperonin containing TCP1 subunit 4	10575	https://www.ncbi.nlm.nih.gov/gene/?term=10575
SNRNP25	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	79622	https://www.ncbi.nlm.nih.gov/gene/?term=79622
HINT1	HINT1	histidine triad nucleotide binding protein 1	3094	https://www.ncbi.nlm.nih.gov/gene/?term=3094
RHOC	RHOC	ras homolog family member C	389	https://www.ncbi.nlm.nih.gov/gene/?term=389
EIF3I	EIF3I	eukaryotic translation initiation factor 3 subunit I	8668	https://www.ncbi.nlm.nih.gov/gene/?term=8668
MRPS18B	MRPS18B	mitochondrial ribosomal protein S18B	28973	https://www.ncbi.nlm.nih.gov/gene/?term=28973
WDR1	WDR1	WD repeat domain 1	9948	https://www.ncbi.nlm.nih.gov/gene/?term=9948
PERP	PERP	p53 apoptosis effector related to PMP22	64065	https://www.ncbi.nlm.nih.gov/gene/?term=64065
WTAP	WTAP	WT1 associated protein	9589	https://www.ncbi.nlm.nih.gov/gene/?term=9589
UBE2G1	UBE2G1	ubiquitin conjugating enzyme E2 G1	7326	https://www.ncbi.nlm.nih.gov/gene/?term=7326
PLEK	PLEK	pleckstrin	5341	https://www.ncbi.nlm.nih.gov/gene/?term=5341
PHF11	PHF11	PHD finger protein 11	51131	https://www.ncbi.nlm.nih.gov/gene/?term=51131
PLP2	PLP2	proteolipid protein 2	5355	https://www.ncbi.nlm.nih.gov/gene/?term=5355
COPZ1	COPZ1	COPI coat complex subunit zeta 1	22818	https://www.ncbi.nlm.nih.gov/gene/?term=22818
MEAF6	MEAF6	MYST/Esa1 associated factor 6	64769	https://www.ncbi.nlm.nih.gov/gene/?term=64769
ANXA6	ANXA6	annexin A6	309	https://www.ncbi.nlm.nih.gov/gene/?term=309
PARK7	PARK7	Parkinsonism associated deglycase	11315	https://www.ncbi.nlm.nih.gov/gene/?term=11315
SNRNP40	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	9410	https://www.ncbi.nlm.nih.gov/gene/?term=9410
EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665	https://www.ncbi.nlm.nih.gov/gene/?term=8665
CD164	CD164	CD164 molecule	8763	https://www.ncbi.nlm.nih.gov/gene/?term=8763
TCEAL1	TCEAL1	transcription elongation factor A like 1	9338	https://www.ncbi.nlm.nih.gov/gene/?term=9338
CKS2	CKS2	CDC28 protein kinase regulatory subunit 2	1164	https://www.ncbi.nlm.nih.gov/gene/?term=1164
HSD17B8	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	7923	https://www.ncbi.nlm.nih.gov/gene/?term=7923
CNBP	CNBP	CCHC-type zinc finger nucleic acid binding protein	7555	https://www.ncbi.nlm.nih.gov/gene/?term=7555
HSPA9	HSPA9	heat shock protein family A (Hsp70) member 9	3313	https://www.ncbi.nlm.nih.gov/gene/?term=3313
SRSF3	SRSF3	serine and arginine rich splicing factor 3	6428	https://www.ncbi.nlm.nih.gov/gene/?term=6428
PRKRA	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	8575	https://www.ncbi.nlm.nih.gov/gene/?term=8575
IAH1	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	285148	https://www.ncbi.nlm.nih.gov/gene/?term=285148
ODC1	ODC1	ornithine decarboxylase 1	4953	https://www.ncbi.nlm.nih.gov/gene/?term=4953
ISG20	ISG20	interferon stimulated exonuclease gene 20	3669	https://www.ncbi.nlm.nih.gov/gene/?term=3669
AP2M1	AP2M1	adaptor related protein complex 2 subunit mu 1	1173	https://www.ncbi.nlm.nih.gov/gene/?term=1173
GLO1	GLO1	glyoxalase I	2739	https://www.ncbi.nlm.nih.gov/gene/?term=2739
RAB5C	RAB5C	RAB5C, member RAS oncogene family	5878	https://www.ncbi.nlm.nih.gov/gene/?term=5878
CYC1	CYC1	cytochrome c1	1537	https://www.ncbi.nlm.nih.gov/gene/?term=1537
EIF3E	EIF3E	eukaryotic translation initiation factor 3 subunit E	3646	https://www.ncbi.nlm.nih.gov/gene/?term=3646
YWHAH	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	7533	https://www.ncbi.nlm.nih.gov/gene/?term=7533
APOO	APOO	apolipoprotein O	79135	https://www.ncbi.nlm.nih.gov/gene/?term=79135
SLC2A1	SLC2A1	solute carrier family 2 member 1	6513	https://www.ncbi.nlm.nih.gov/gene/?term=6513
MRPL18	MRPL18	mitochondrial ribosomal protein L18	29074	https://www.ncbi.nlm.nih.gov/gene/?term=29074
SRP72	SRP72	signal recognition particle 72	6731	https://www.ncbi.nlm.nih.gov/gene/?term=6731
MIF4GD	MIF4GD	MIF4G domain containing	57409	https://www.ncbi.nlm.nih.gov/gene/?term=57409
PHYHD1	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	254295	https://www.ncbi.nlm.nih.gov/gene/?term=254295
CCDC122	CCDC122	coiled-coil domain containing 122	160857	https://www.ncbi.nlm.nih.gov/gene/?term=160857
ARPC5	ARPC5	actin related protein 2/3 complex subunit 5	10092	https://www.ncbi.nlm.nih.gov/gene/?term=10092
AMD1	AMD1	adenosylmethionine decarboxylase 1	262	https://www.ncbi.nlm.nih.gov/gene/?term=262
HLA-DPA1	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	3113	https://www.ncbi.nlm.nih.gov/gene/?term=3113
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836	https://www.ncbi.nlm.nih.gov/gene/?term=84836
